userid,story_key,position,source,summary
e4456ae6-724e-4c62-9ba5-6d031468704b,6,0,msnbc,
e4456ae6-724e-4c62-9ba5-6d031468704b,6,0,msnbc,
e4456ae6-724e-4c62-9ba5-6d031468704b,6,0,msnbc,
e4456ae6-724e-4c62-9ba5-6d031468704b,6,0,msnbc,
e4456ae6-724e-4c62-9ba5-6d031468704b,6,0,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,6,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,7,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,5,cnn,
e4456ae6-724e-4c62-9ba5-6d031468704b,8,3,msnbc,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,2,foxnews,
e4456ae6-724e-4c62-9ba5-6d031468704b,9,4,foxnews,
e46a90bf-d046-475e-b268-bfcbaed94119,0,1,msnbc,
e46a90bf-d046-475e-b268-bfcbaed94119,1,0,foxnews,
e46a90bf-d046-475e-b268-bfcbaed94119,2,5,msnbc,
e46a90bf-d046-475e-b268-bfcbaed94119,3,9,foxnews,
e46a90bf-d046-475e-b268-bfcbaed94119,4,6,cnn,
e46a90bf-d046-475e-b268-bfcbaed94119,5,3,msnbc,
e46a90bf-d046-475e-b268-bfcbaed94119,6,4,foxnews,
e46a90bf-d046-475e-b268-bfcbaed94119,7,2,cnn,
e46a90bf-d046-475e-b268-bfcbaed94119,8,7,cnn,
e46a90bf-d046-475e-b268-bfcbaed94119,9,8,msnbc,
e67899b0-e13e-4ff2-b283-4a308b4e236f,0,5,msnbc,
e67899b0-e13e-4ff2-b283-4a308b4e236f,1,1,msnbc,
e67899b0-e13e-4ff2-b283-4a308b4e236f,2,0,foxnews,
e67899b0-e13e-4ff2-b283-4a308b4e236f,3,8,foxnews,
e67899b0-e13e-4ff2-b283-4a308b4e236f,4,7,cnn,
e67899b0-e13e-4ff2-b283-4a308b4e236f,5,3,foxnews,
e67899b0-e13e-4ff2-b283-4a308b4e236f,6,4,msnbc,
e67899b0-e13e-4ff2-b283-4a308b4e236f,7,2,cnn,
e67899b0-e13e-4ff2-b283-4a308b4e236f,8,6,cnn,
e67899b0-e13e-4ff2-b283-4a308b4e236f,9,9,msnbc,
e81c94b5-46ac-46f5-9885-390439a61cc6,0,3,cnn,
e81c94b5-46ac-46f5-9885-390439a61cc6,1,4,msnbc,
e81c94b5-46ac-46f5-9885-390439a61cc6,2,7,cnn,
e81c94b5-46ac-46f5-9885-390439a61cc6,3,5,msnbc,
e81c94b5-46ac-46f5-9885-390439a61cc6,4,6,foxnews,
e81c94b5-46ac-46f5-9885-390439a61cc6,5,9,msnbc,
e81c94b5-46ac-46f5-9885-390439a61cc6,6,8,foxnews,
e81c94b5-46ac-46f5-9885-390439a61cc6,7,1,cnn,
e81c94b5-46ac-46f5-9885-390439a61cc6,8,0,msnbc,
e81c94b5-46ac-46f5-9885-390439a61cc6,9,2,foxnews,
e8dda646-6be8-4284-92a6-4c2db8de03e8,0,0,cnn,Six climbers have been missing since Wednesday evening on Mount Rainier; search is under way to find them.
e8dda646-6be8-4284-92a6-4c2db8de03e8,0,0,cnn,Six climbers have been missing since Wednesday evening on Mount Rainier; search is under way to find them.
e8dda646-6be8-4284-92a6-4c2db8de03e8,1,8,cnn,
e8dda646-6be8-4284-92a6-4c2db8de03e8,1,8,cnn,
e8dda646-6be8-4284-92a6-4c2db8de03e8,2,6,cnn,
e8dda646-6be8-4284-92a6-4c2db8de03e8,2,6,cnn,
e8dda646-6be8-4284-92a6-4c2db8de03e8,3,3,foxnews,
e8dda646-6be8-4284-92a6-4c2db8de03e8,3,3,foxnews,
e8dda646-6be8-4284-92a6-4c2db8de03e8,4,7,foxnews,U.S. announced that it will not be able to make deadline for removing nuclear waste from Los Alamos.
e8dda646-6be8-4284-92a6-4c2db8de03e8,4,7,foxnews,U.S. announced that it will not be able to make deadline for removing nuclear waste from Los Alamos.
e8dda646-6be8-4284-92a6-4c2db8de03e8,5,2,msnbc,"A rare creature, Joe Cornell, returned $125k that he found dropped from an armored car!"
e8dda646-6be8-4284-92a6-4c2db8de03e8,5,2,msnbc,"A rare creature, Joe Cornell, returned $125k that he found dropped from an armored car!"
e8dda646-6be8-4284-92a6-4c2db8de03e8,6,1,msnbc,
e8dda646-6be8-4284-92a6-4c2db8de03e8,6,1,msnbc,
e8dda646-6be8-4284-92a6-4c2db8de03e8,7,5,msnbc,
e8dda646-6be8-4284-92a6-4c2db8de03e8,7,5,msnbc,
e8dda646-6be8-4284-92a6-4c2db8de03e8,8,4,foxnews,
e8dda646-6be8-4284-92a6-4c2db8de03e8,8,4,foxnews,
e8dda646-6be8-4284-92a6-4c2db8de03e8,9,9,msnbc,
e8dda646-6be8-4284-92a6-4c2db8de03e8,9,9,msnbc,
ebace447-d077-440c-a295-af7ab285229c,0,7,foxnews,
ebace447-d077-440c-a295-af7ab285229c,1,2,foxnews,
ebace447-d077-440c-a295-af7ab285229c,2,8,foxnews,
ebace447-d077-440c-a295-af7ab285229c,3,4,cnn,Elliot Rodger shot 6 people with a weapon although police knew he was dangerous (and had weapons)
ebace447-d077-440c-a295-af7ab285229c,4,0,msnbc,U.S. to miss deadline for removing nuclear 
ebace447-d077-440c-a295-af7ab285229c,5,1,msnbc,California man returns $125K dropped from 
ebace447-d077-440c-a295-af7ab285229c,6,3,msnbc,
ebace447-d077-440c-a295-af7ab285229c,7,6,cnn,
ebace447-d077-440c-a295-af7ab285229c,8,9,msnbc,
ebace447-d077-440c-a295-af7ab285229c,9,5,cnn,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,0,6,foxnews,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,1,3,msnbc,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,2,0,msnbc,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,3,7,cnn,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,4,9,msnbc,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,5,5,cnn,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,6,1,foxnews,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,7,2,msnbc,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,8,8,cnn,
ec9f05de-cf03-46cc-a57d-c1cf8f65f79e,9,4,foxnews,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,0,0,msnbc,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,1,5,cnn,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,2,4,foxnews,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,3,3,msnbc,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,4,9,foxnews,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,5,2,cnn,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,6,8,cnn,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,7,1,msnbc,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,8,6,foxnews,
f28e23b0-bbe8-42e1-924c-0e8f75d30284,9,7,msnbc,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,0,1,msnbc,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,1,3,foxnews,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,2,4,foxnews,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,3,8,cnn,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,4,9,msnbc,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,5,7,msnbc,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,6,5,foxnews,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,7,6,cnn,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,8,2,cnn,
f29f697c-09bb-4b41-9f7c-2ffc124b4e5d,9,0,msnbc,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,0,2,msnbc,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,1,9,foxnews,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,2,5,msnbc,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,3,8,msnbc,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,4,4,foxnews,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,5,3,cnn,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,6,7,cnn,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,7,1,msnbc,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,8,0,cnn,
f65e9f29-a51c-4659-9d5a-53e75fbc196b,9,6,foxnews,
f9a108f0-760e-4a50-8176-6548d0b89560,0,3,msnbc,
f9a108f0-760e-4a50-8176-6548d0b89560,1,0,msnbc,
f9a108f0-760e-4a50-8176-6548d0b89560,2,1,foxnews,
f9a108f0-760e-4a50-8176-6548d0b89560,3,5,cnn,
f9a108f0-760e-4a50-8176-6548d0b89560,4,2,msnbc,
f9a108f0-760e-4a50-8176-6548d0b89560,5,8,foxnews,
f9a108f0-760e-4a50-8176-6548d0b89560,6,9,msnbc,
f9a108f0-760e-4a50-8176-6548d0b89560,7,6,foxnews,
f9a108f0-760e-4a50-8176-6548d0b89560,8,7,cnn,
f9a108f0-760e-4a50-8176-6548d0b89560,9,4,cnn,
fb0ea412-8566-427b-8f97-e135d08e11a6,0,7,cnn,
fb0ea412-8566-427b-8f97-e135d08e11a6,1,3,msnbc,
fb0ea412-8566-427b-8f97-e135d08e11a6,2,6,msnbc,
fb0ea412-8566-427b-8f97-e135d08e11a6,3,5,foxnews,
fb0ea412-8566-427b-8f97-e135d08e11a6,4,8,msnbc,
fb0ea412-8566-427b-8f97-e135d08e11a6,5,1,foxnews,
fb0ea412-8566-427b-8f97-e135d08e11a6,6,9,foxnews,
fb0ea412-8566-427b-8f97-e135d08e11a6,7,2,cnn,
fb0ea412-8566-427b-8f97-e135d08e11a6,8,4,cnn,
fb0ea412-8566-427b-8f97-e135d08e11a6,9,0,msnbc,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,0,6,foxnews,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,1,0,foxnews,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,2,2,msnbc,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,3,1,foxnews,Neglicency among Los Angeles police had six people killed.
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,4,5,msnbc,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,5,3,cnn,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,6,9,msnbc,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,7,8,msnbc,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,8,7,cnn,
fb53f7a2-283b-43ca-91f2-c42b3cbb4065,9,4,cnn,
fbe5e05e-01a5-4858-96cc-841a796bccbf,0,4,foxnews,
fbe5e05e-01a5-4858-96cc-841a796bccbf,1,6,msnbc,
fbe5e05e-01a5-4858-96cc-841a796bccbf,2,7,foxnews,
fbe5e05e-01a5-4858-96cc-841a796bccbf,3,0,msnbc,
fbe5e05e-01a5-4858-96cc-841a796bccbf,4,1,msnbc,
fbe5e05e-01a5-4858-96cc-841a796bccbf,5,2,foxnews,
fbe5e05e-01a5-4858-96cc-841a796bccbf,6,5,cnn,
fbe5e05e-01a5-4858-96cc-841a796bccbf,7,9,cnn,
fbe5e05e-01a5-4858-96cc-841a796bccbf,8,3,msnbc,
fbe5e05e-01a5-4858-96cc-841a796bccbf,9,8,cnn,
fe4b41cd-a528-4540-ac88-3b6891a6b855,0,5,msnbc,Six climbers missing on Washington's Mount Rainier
fe4b41cd-a528-4540-ac88-3b6891a6b855,1,9,cnn,
fe4b41cd-a528-4540-ac88-3b6891a6b855,2,4,cnn,"
Obama accepts veterans affairs chief resignation with 'regret'"
fe4b41cd-a528-4540-ac88-3b6891a6b855,3,2,msnbc,
fe4b41cd-a528-4540-ac88-3b6891a6b855,4,8,foxnews,
fe4b41cd-a528-4540-ac88-3b6891a6b855,5,0,cnn,"A 52 year old Joe Cornell saw the bag of cash fall out of an armored truck, picked it up and returned to the company."
fe4b41cd-a528-4540-ac88-3b6891a6b855,6,7,foxnews,
fe4b41cd-a528-4540-ac88-3b6891a6b855,7,3,msnbc,
fe4b41cd-a528-4540-ac88-3b6891a6b855,8,6,msnbc,
fe4b41cd-a528-4540-ac88-3b6891a6b855,9,1,foxnews,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,0,5,cnn,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,1,7,foxnews,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,2,8,cnn,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,3,1,cnn,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,4,9,msnbc,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,5,0,msnbc,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,6,2,msnbc,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,7,4,foxnews,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,8,3,msnbc,
fec15e98-72fe-44e3-9e63-b6ec95cc87c2,9,6,foxnews,
