response,reversed_scale,time,userid
2,0,1432037411,25038
3,1,1432037451,6158
2,0,1432037537,60680
3,0,1432037566,20003
3,1,1432037566,49916
4,0,1432037643,27562
3,1,1432038474,12118
3,0,1432040080,40855
4,0,1432040121,31611
